"filename","ra_min","ra_max","dec_min","dec_max"
"GaiaSource_225140-225226_p.csv.gz",325.389,331.762,49.714,52.798
"GaiaSource_225227-225374_p.csv.gz",327.604,341.993,41.836,54.33
"GaiaSource_225375-225621_p.csv.gz",336.009,347.134,43.415,48.333
"GaiaSource_225622-225827_p.csv.gz",335.389,347.08,44.997,51.252
"GaiaSource_225828-225982_p.csv.gz",334.293,340.707,46.187,49.698
"GaiaSource_225983-226130_p.csv.gz",336.369,345.42,48.143,51.251
"GaiaSource_226131-226268_p.csv.gz",339.234,346.149,49.707,53.186
"GaiaSource_226269-226461_p.csv.gz",342.002,353.071,48.147,54.334
"GaiaSource_226462-226644_p.csv.gz",346.157,359.533,50.488,54.34
"GaiaSource_226645-226808_p.csv.gz",0,360,52.81,57.012
"GaiaSource_226809-226954_p.csv.gz",345.31,360,51.265,57.395
"GaiaSource_226955-227087_p.csv.gz",345.004,354.251,53.579,57.397
"GaiaSource_227088-227232_p.csv.gz",351.956,360,55.112,58.917
"GaiaSource_227233-227367_p.csv.gz",333.581,360,48.151,60.422
"GaiaSource_227368-227471_p.csv.gz",332.841,339.225,49.316,52.797
"GaiaSource_227472-227559_p.csv.gz",332.315,338.393,50.482,53.565
"GaiaSource_227560-227663_p.csv.gz",334.804,343.467,51.26,54.338
"GaiaSource_227664-227769_p.csv.gz",337.503,344.995,52.806,55.867
"GaiaSource_227770-227863_p.csv.gz",331.771,344.342,51.262,57.392
"GaiaSource_227864-227939_p.csv.gz",331.202,337.497,52.035,55.106
"GaiaSource_227940-228009_p.csv.gz",330.157,337.014,52.803,55.868
"GaiaSource_228010-228083_p.csv.gz",330.001,336.515,54.156,56.634
"GaiaSource_228084-228169_p.csv.gz",334.001,341.992,54.345,57.397
"GaiaSource_228170-228250_p.csv.gz",336.003,343.631,55.874,58.918
"GaiaSource_228251-228349_p.csv.gz",335.467,342.849,56.645,60.241
"GaiaSource_228350-228485_p.csv.gz",341.119,351.809,54.354,60.431
"GaiaSource_228486-228619_p.csv.gz",343.643,353.719,56.258,60.426
"GaiaSource_228620-228780_p.csv.gz",0,360,58.163,61.933
"GaiaSource_228781-228891_p.csv.gz",343.264,360,57.409,63.44
"GaiaSource_228892-229034_p.csv.gz",342.008,350.994,58.161,61.931
"GaiaSource_229035-229177_p.csv.gz",342.454,355.262,60.441,63.446
"GaiaSource_229178-229302_p.csv.gz",350.007,360,61.947,64.941
"GaiaSource_229303-229390_p.csv.gz",291.808,360,19.476,66.414
"GaiaSource_229391-229430_p.csv.gz",291.1,293.898,20.109,21.536
"GaiaSource_229431-229489_p.csv.gz",291.799,295.31,20.748,22.668
"GaiaSource_229490-229523_p.csv.gz",290.396,294.608,20.743,23.312
"GaiaSource_229524-229555_p.csv.gz",289.694,292.499,21.392,22.667
"GaiaSource_229556-229589_p.csv.gz",290.394,293.905,22.027,23.477
"GaiaSource_229590-229614_p.csv.gz",291.097,293.727,22.689,23.966
"GaiaSource_229615-229654_p.csv.gz",291.623,296.714,22.028,24.621
"GaiaSource_229655-229698_p.csv.gz",293.908,297.069,22.676,24.62
"GaiaSource_229699-229743_p.csv.gz",295.319,298.121,23.647,25.282
"GaiaSource_229744-229773_p.csv.gz",293.207,297.415,23.321,25.937
"GaiaSource_229774-229797_p.csv.gz",292.853,295.309,23.973,25.276
"GaiaSource_229798-229821_p.csv.gz",292.502,294.606,24.3,25.776
"GaiaSource_229822-229856_p.csv.gz",293.556,296.717,24.627,26.607
"GaiaSource_229857-229881_p.csv.gz",293.909,296.013,25.45,26.939
"GaiaSource_229882-229915_p.csv.gz",288.988,295.662,22.029,27.275
"GaiaSource_229916-229957_p.csv.gz",288.285,291.785,22.671,24.622
"GaiaSource_229958-229983_p.csv.gz",290.393,292.497,23.645,25.279
"GaiaSource_229984-230015_p.csv.gz",289.693,291.794,23.973,25.944
"GaiaSource_230016-230070_p.csv.gz",286.879,289.685,23.32,25.447
"GaiaSource_230071-230114_p.csv.gz",287.584,291.091,24.634,26.606
"GaiaSource_230115-230153_p.csv.gz",288.285,293.2,24.628,27.278
"GaiaSource_230154-230176_p.csv.gz",291.624,293.904,25.121,26.608
"GaiaSource_230177-230205_p.csv.gz",291.095,293.198,25.448,27.107
"GaiaSource_230206-230226_p.csv.gz",292.151,294.96,25.948,27.278
"GaiaSource_230227-230249_p.csv.gz",292.676,295.309,26.614,27.951
"GaiaSource_230250-230271_p.csv.gz",292.505,294.605,27.114,28.628
"GaiaSource_230272-230308_p.csv.gz",290.045,292.497,25.948,27.952
"GaiaSource_230309-230346_p.csv.gz",289.69,293.2,26.951,28.628
"GaiaSource_230347-230376_p.csv.gz",291.272,293.904,27.954,29.31
"GaiaSource_230377-230425_p.csv.gz",291.1,299.526,24.628,29.999
"GaiaSource_230426-230485_p.csv.gz",296.723,300.935,25.286,27.446
"GaiaSource_230486-230535_p.csv.gz",296.377,300.757,25.949,28.63
"GaiaSource_230536-230572_p.csv.gz",295.317,298.121,26.283,27.949
"GaiaSource_230573-230597_p.csv.gz",295.665,298.826,27.28,28.627
"GaiaSource_230598-230627_p.csv.gz",297.072,299.526,27.619,29.308
"GaiaSource_230628-230652_p.csv.gz",296.722,298.825,28.293,29.655
"GaiaSource_230653-230713_p.csv.gz",297.779,302.335,27.285,29.997
"GaiaSource_230714-230773_p.csv.gz",300.242,303.748,28.635,30.864
"GaiaSource_230774-230814_p.csv.gz",298.828,302.862,28.636,31.385
"GaiaSource_230815-230841_p.csv.gz",298.13,300.407,29.32,31.036
"GaiaSource_230842-230886_p.csv.gz",298.833,302.332,30.012,32.089
"GaiaSource_230887-230918_p.csv.gz",294.963,301.63,27.282,32.79
"GaiaSource_230919-230937_p.csv.gz",294.612,296.717,27.617,28.97
"GaiaSource_230938-230956_p.csv.gz",293.908,296.366,27.956,29.311
"GaiaSource_230957-230977_p.csv.gz",294.26,297.068,28.634,29.999
"GaiaSource_230978-231001_p.csv.gz",296.018,298.122,28.802,30.344
"GaiaSource_231002-231022_p.csv.gz",295.314,297.771,29.316,30.688
"GaiaSource_231023-231046_p.csv.gz",293.559,297.419,28.633,31.386
"GaiaSource_231047-231071_p.csv.gz",293.204,295.31,28.975,30.688
"GaiaSource_231072-231104_p.csv.gz",292.503,295.485,29.316,31.384
"GaiaSource_231105-231128_p.csv.gz",294.612,296.716,30.173,31.737
"GaiaSource_231129-231156_p.csv.gz",293.907,296.366,30.695,32.089
"GaiaSource_231157-231184_p.csv.gz",294.611,299.002,30.001,32.791
"GaiaSource_231185-231210_p.csv.gz",296.722,299.526,30.695,32.084
"GaiaSource_231211-231239_p.csv.gz",296.901,300.229,31.39,32.795
"GaiaSource_231240-231271_p.csv.gz",298.48,300.932,31.743,33.506
"GaiaSource_231272-231299_p.csv.gz",296.372,300.229,31.389,34.225
"GaiaSource_231300-231327_p.csv.gz",296.017,298.12,31.74,33.507
"GaiaSource_231328-231356_p.csv.gz",295.315,297.418,32.091,33.868
"GaiaSource_231357-231389_p.csv.gz",296.371,299.527,32.799,34.77
"GaiaSource_231390-231421_p.csv.gz",296.721,299.002,33.514,35.497
"GaiaSource_231422-231490_p.csv.gz",285.475,298.3,24.626,35.682
"GaiaSource_231491-231557_p.csv.gz",285.119,289.686,25.952,28.623
"GaiaSource_231558-231656_p.csv.gz",284.07,288.274,26.281,29.306
"GaiaSource_231657-231723_p.csv.gz",285.478,291.09,27.285,29.992
"GaiaSource_231724-231777_p.csv.gz",288.634,292.492,28.632,30.688
"GaiaSource_231778-231849_p.csv.gz",287.053,291.792,28.632,31.385
"GaiaSource_231850-231941_p.csv.gz",283.718,291.092,27.284,32.794
"GaiaSource_231942-232081_p.csv.gz",281.962,286.863,27.627,31.377
"GaiaSource_232082-232239_p.csv.gz",281.259,288.277,29.322,32.791
"GaiaSource_232240-232374_p.csv.gz",284.066,289.679,31.392,34.218
"GaiaSource_232375-232469_p.csv.gz",284.774,293.899,30.003,35.679
"GaiaSource_232470-232518_p.csv.gz",291.097,294.605,30.694,32.793
"GaiaSource_232519-232563_p.csv.gz",292.502,295.309,31.743,33.508
"GaiaSource_232564-232637_p.csv.gz",289.688,294.605,31.392,34.225
"GaiaSource_232638-232706_p.csv.gz",290.75,295.66,32.799,35.676
"GaiaSource_232707-232744_p.csv.gz",294.085,296.717,33.155,34.951
"GaiaSource_232745-232785_p.csv.gz",293.908,297.77,34.049,35.683
"GaiaSource_232786-232828_p.csv.gz",295.315,298.117,34.957,36.789
"GaiaSource_232829-232893_p.csv.gz",292.502,297.066,34.233,37.164
"GaiaSource_232894-232960_p.csv.gz",289.514,296.715,32.803,38.68
"GaiaSource_232961-233067_p.csv.gz",288.284,292.494,32.98,36.422
"GaiaSource_233068-233208_p.csv.gz",286.876,291.79,34.233,38.293
"GaiaSource_233209-233310_p.csv.gz",288.998,295.311,35.692,39.255
"GaiaSource_233311-233439_p.csv.gz",289.694,294.781,37.175,41.007
"GaiaSource_233440-233536_p.csv.gz",291.102,305.327,30.004,41.792
"GaiaSource_233537-233621_p.csv.gz",301.647,306.554,31.399,34.221
"GaiaSource_233622-233685_p.csv.gz",300.938,305.147,32.094,34.407
"GaiaSource_233686-233763_p.csv.gz",302.351,307.959,32.798,35.679
"GaiaSource_233764-233870_p.csv.gz",304.464,309.373,33.872,37.157
"GaiaSource_233871-233990_p.csv.gz",300.588,307.956,32.801,38.681
"GaiaSource_233991-234036_p.csv.gz",299.534,302.34,33.155,34.951
"GaiaSource_234037-234088_p.csv.gz",300.242,303.745,34.234,36.423
"GaiaSource_234089-234136_p.csv.gz",298.833,303.044,34.23,37.168
"GaiaSource_234137-234167_p.csv.gz",298.132,300.581,34.956,36.794
"GaiaSource_234168-234201_p.csv.gz",298.832,302.339,35.691,37.54
"GaiaSource_234202-234231_p.csv.gz",299.533,301.987,36.426,38.296
"GaiaSource_234232-234281_p.csv.gz",300.238,305.154,35.694,38.679
"GaiaSource_234282-234353_p.csv.gz",302.346,306.556,36.985,39.447
"GaiaSource_234354-234404_p.csv.gz",301.294,305.85,37.173,40.212
"GaiaSource_234405-234462_p.csv.gz",300.943,305.14,38.305,40.81
"GaiaSource_234463-234557_p.csv.gz",302.348,310.78,35.694,41.806
"GaiaSource_234558-234761_p.csv.gz",306.566,312.888,37.174,41.789
"GaiaSource_234762-234910_p.csv.gz",310.093,314.996,39.263,43.404
"GaiaSource_234911-235142_p.csv.gz",304.807,313.539,38.691,44.992
"GaiaSource_235143-235362_p.csv.gz",303.757,311.996,40.63,45.781
"GaiaSource_235363-235470_p.csv.gz",306.004,311.176,43.424,46.568
"GaiaSource_235471-235539_p.csv.gz",297.426,310.342,35.694,48.134
"GaiaSource_235540-235578_p.csv.gz",296.724,299.53,36.429,38.296
"GaiaSource_235579-235616_p.csv.gz",297.601,300.934,37.173,39.448
"GaiaSource_235617-235665_p.csv.gz",296.021,300.231,37.175,40.225
"GaiaSource_235666-235729_p.csv.gz",295.32,299.176,37.926,40.225
"GaiaSource_235730-235789_p.csv.gz",296.724,301.636,38.689,41.808
"GaiaSource_235790-235835_p.csv.gz",299.536,302.341,39.453,41.409
"GaiaSource_235836-235897_p.csv.gz",300.589,303.744,40.232,43.005
"GaiaSource_235898-235967_p.csv.gz",298.127,302.385,40.232,43.404
"GaiaSource_235968-236056_p.csv.gz",294.615,301.93,38.686,44.987
"GaiaSource_236057-236161_p.csv.gz",293.735,298.116,39.455,43.4
"GaiaSource_236162-236297_p.csv.gz",292.503,298.568,40.425,44.979
"GaiaSource_236298-236416_p.csv.gz",295.874,299.995,42.416,46.565
"GaiaSource_236417-236571_p.csv.gz",294.006,304.83,41.814,48.138
"GaiaSource_236572-236697_p.csv.gz",300.992,305.989,42.611,46.565
"GaiaSource_236698-236806_p.csv.gz",300.008,306.601,44.204,48.136
"GaiaSource_236807-236905_p.csv.gz",304.14,308.569,45.394,48.917
"GaiaSource_236906-237015_p.csv.gz",302.149,307.632,46.578,50.086
"GaiaSource_237016-237137_p.csv.gz",297.942,306.161,44.996,51.255
"GaiaSource_237138-237296_p.csv.gz",295.721,302.141,46.579,50.477
"GaiaSource_237297-237433_p.csv.gz",297.179,304.604,48.145,52.411
"GaiaSource_237434-237632_p.csv.gz",279.847,302.963,30.007,54.336
"GaiaSource_237633-237872_p.csv.gz",278.451,285.462,31.395,35.682
"GaiaSource_237873-238118_p.csv.gz",277.397,286.865,32.804,38.675
"GaiaSource_238119-238460_p.csv.gz",275.643,284.056,33.883,39.833
"GaiaSource_238461-238723_p.csv.gz",278.443,289.683,35.69,41.797
"GaiaSource_238724-238940_p.csv.gz",284.071,292.493,37.55,42.206
"GaiaSource_238941-239195_p.csv.gz",282.664,291.96,38.686,44.993
"GaiaSource_239196-239551_p.csv.gz",281.256,287.993,40.239,46.564
"GaiaSource_239552-240020_p.csv.gz",272.835,285.507,35.692,48.129
"GaiaSource_240021-240665_p.csv.gz",270,281.609,38.692,48.115
"GaiaSource_240666-241246_p.csv.gz",273.11,282.847,42.621,51.22
"GaiaSource_241247-241760_p.csv.gz",270,293.99,41.816,54.323
"GaiaSource_241761-241998_p.csv.gz",288.006,295.257,43.413,48.135
"GaiaSource_241999-242292_p.csv.gz",285.524,295.707,45.01,51.242
"GaiaSource_242293-242704_p.csv.gz",282.869,296.289,46.58,54.329
"GaiaSource_242705-242977_p.csv.gz",290.775,298.793,48.924,54.337
"GaiaSource_242978-243318_p.csv.gz",288.002,299.986,51.275,57.39
"GaiaSource_243319-243830_p.csv.gz",280.01,294.523,48.152,60.422
"GaiaSource_243831-244594_p.csv.gz",270,284.991,49.716,58.15
"GaiaSource_244595-245391_p.csv.gz",270,287.972,54.354,63.445
"GaiaSource_245392-245829_p.csv.gz",270,317.21,41.814,66.432
"GaiaSource_245830-245886_p.csv.gz",315.005,317.993,43.81,46.372
"GaiaSource_245887-245969_p.csv.gz",312.008,316.732,43.419,46.567
"GaiaSource_245970-246030_p.csv.gz",313.453,318.81,44.995,48.13
"GaiaSource_246031-246093_p.csv.gz",316.556,320.523,45.786,48.134
"GaiaSource_246094-246173_p.csv.gz",315.794,321.422,46.58,49.702
"GaiaSource_246174-246265_p.csv.gz",315.005,319.998,47.364,50.865
"GaiaSource_246266-246342_p.csv.gz",310.352,318.855,44.996,51.251
"GaiaSource_246343-246433_p.csv.gz",309.257,314.994,46.574,49.699
"GaiaSource_246434-246546_p.csv.gz",308.575,316.238,47.555,51.248
"GaiaSource_246547-246712_p.csv.gz",311.55,318.454,48.925,52.797
"GaiaSource_246713-246843_p.csv.gz",312.356,323.332,48.143,54.328
"GaiaSource_246844-246939_p.csv.gz",319.247,325.372,49.707,52.795
"GaiaSource_246940-247052_p.csv.gz",318.467,326.463,50.489,54.334
"GaiaSource_247053-247138_p.csv.gz",324.004,329.988,52.034,55.099
"GaiaSource_247139-247232_p.csv.gz",322.516,329.355,52.805,55.873
"GaiaSource_247233-247376_p.csv.gz",316.823,328.692,51.268,57.395
"GaiaSource_247377-247496_p.csv.gz",315.02,322.498,52.81,55.873
"GaiaSource_247497-247595_p.csv.gz",316.965,324.777,54.352,57.395
"GaiaSource_247596-247690_p.csv.gz",320.003,327.262,55.876,58.911
"GaiaSource_247691-247808_p.csv.gz",308.345,325.709,48.146,60.426
"GaiaSource_247809-247921_p.csv.gz",306.671,311.526,48.34,52.029
"GaiaSource_247922-248023_p.csv.gz",304.626,310.579,49.706,53.182
"GaiaSource_248024-248140_p.csv.gz",306.005,314.078,51.259,54.338
"GaiaSource_248141-248260_p.csv.gz",307.502,314.994,52.808,55.871
"GaiaSource_248261-248409_p.csv.gz",302.406,313.039,51.259,57.396
"GaiaSource_248410-248615_p.csv.gz",300.008,309.123,52.808,57.393
"GaiaSource_248616-248843_p.csv.gz",302.731,315.954,54.346,60.424
"GaiaSource_248844-248985_p.csv.gz",312.006,319.09,55.11,58.915
"GaiaSource_248986-249150_p.csv.gz",310.914,321.425,56.647,60.421
"GaiaSource_249151-249315_p.csv.gz",315.021,323.987,58.921,62.693
"GaiaSource_249316-249570_p.csv.gz",306.017,321.067,57.415,63.438
"GaiaSource_249571-249860_p.csv.gz",307.897,330.947,54.347,66.434
"GaiaSource_249861-249951_p.csv.gz",328.705,335.445,54.728,58.153
"GaiaSource_249952-250048_p.csv.gz",327.29,334.876,55.878,58.918
"GaiaSource_250049-250171_p.csv.gz",330.013,338.567,57.403,60.43
"GaiaSource_250172-250299_p.csv.gz",333.008,341.995,58.921,61.937
"GaiaSource_250300-250414_p.csv.gz",325.726,341.043,57.403,63.444
"GaiaSource_250415-250504_p.csv.gz",325.1,332.998,58.926,61.939
"GaiaSource_250505-250614_p.csv.gz",324.013,331.568,59.497,62.882
"GaiaSource_250615-250751_p.csv.gz",328.385,339.984,60.439,64.942
"GaiaSource_250752-250918_p.csv.gz",330.016,345.768,60.442,66.437
"GaiaSource_250919-251079_p.csv.gz",340.01,349.995,61.575,64.946
"GaiaSource_251080-251247_p.csv.gz",344.135,360,63.456,67.187
"GaiaSource_251248-251438_p.csv.gz",338.831,360,63.459,69.419
"GaiaSource_251439-251654_p.csv.gz",337.507,351.279,64.957,69.416
"GaiaSource_251655-251873_p.csv.gz",347.157,360,66.834,71.643
"GaiaSource_251874-252017_p.csv.gz",322.123,360,60.442,72.382
"GaiaSource_252018-252204_p.csv.gz",320.018,333.52,61.949,66.438
"GaiaSource_252205-252406_p.csv.gz",326.267,337.483,64.954,68.858
"GaiaSource_252407-252718_p.csv.gz",315.008,334.94,63.453,69.42
"GaiaSource_252719-253015_p.csv.gz",321.447,347.13,66.454,72.374
"GaiaSource_253016-253253_p.csv.gz",334.306,356.393,67.955,72.381
"GaiaSource_253254-253549_p.csv.gz",332.313,360,69.431,75.335
"GaiaSource_253550-253946_p.csv.gz",330.029,360,70.916,77.915
"GaiaSource_253947-254266_p.csv.gz",294.551,359.997,54.35,78.273
"GaiaSource_254267-254684_p.csv.gz",288.016,305.976,57.409,63.444
"GaiaSource_254685-255145_p.csv.gz",288.97,309.988,60.439,66.437
"GaiaSource_255146-255619_p.csv.gz",295.539,314.997,63.28,69.416
"GaiaSource_255620-256329_p.csv.gz",280.014,308.558,60.443,72.379
"GaiaSource_256330-257285_p.csv.gz",270,296.656,63.477,72.381
"GaiaSource_257286-258178_p.csv.gz",270,321.393,66.453,78.273
"GaiaSource_258179-258805_p.csv.gz",300.039,329.94,68.318,75.335
"GaiaSource_258806-259423_p.csv.gz",304.305,359.999,72.394,79.014
"GaiaSource_259424-260097_p.csv.gz",299.394,360,72.414,84.131
"GaiaSource_260098-261095_p.csv.gz",270,314.906,72.584,83.386
"GaiaSource_261096-262133_p.csv.gz",270,360,78.303,89.437
"GaiaSource_262134-265343_p.csv.gz",0,360,-41.778,89.982
"GaiaSource_265344-268719_p.csv.gz",0,360,-29.966,-14.533
"GaiaSource_268720-271830_p.csv.gz",0.035,359.986,-29.974,-9.607
"GaiaSource_271831-274602_p.csv.gz",0,359.999,-24.597,-9.612
"GaiaSource_274603-277912_p.csv.gz",0,360,-16.945,-3.603
"GaiaSource_277913-281529_p.csv.gz",0,360,-19.42,-0.033
"GaiaSource_281530-285121_p.csv.gz",14.802,44.953,-9.574,4.739
"GaiaSource_285122-288626_p.csv.gz",5.67,39.344,-9.543,9.55
"GaiaSource_288627-292004_p.csv.gz",0.031,30.918,-4.761,9.581
"GaiaSource_292005-295159_p.csv.gz",11.302,340.284,-19.445,19.442
"GaiaSource_295160-297430_p.csv.gz",329.076,348.71,-16.951,-4.815
"GaiaSource_297431-299572_p.csv.gz",326.267,354.362,-12.008,-0.01
"GaiaSource_299573-302248_p.csv.gz",337.519,359.982,-5.953,4.774
"GaiaSource_302249-303999_p.csv.gz",320.648,354.351,-9.579,9.568
"GaiaSource_304000-305414_p.csv.gz",317.824,337.488,-4.769,4.773
"GaiaSource_305415-306306_p.csv.gz",315.018,329.052,-2.361,4.77
"GaiaSource_306307-307590_p.csv.gz",320.642,343.117,0.009,9.581
"GaiaSource_307591-309467_p.csv.gz",329.085,348.719,2.406,14.455
"GaiaSource_309468-310877_p.csv.gz",326.258,343.102,7.192,16.936
"GaiaSource_310878-313367_p.csv.gz",0,360,0.012,19.455
"GaiaSource_313368-315968_p.csv.gz",0,360,5.384,19.445
"GaiaSource_315969-318482_p.csv.gz",0.044,22.452,13.272,24.6
"GaiaSource_318483-320528_p.csv.gz",5.672,355.24,9.603,29.981
"GaiaSource_320529-322281_p.csv.gz",337.522,359.954,14.492,24.608
"GaiaSource_322282-323754_p.csv.gz",0,360,19.492,29.994
"GaiaSource_323755-325433_p.csv.gz",0,360,22.031,32.785
"GaiaSource_325434-326719_p.csv.gz",0,360,24.63,35.665
"GaiaSource_326720-327760_p.csv.gz",0,360,-41.792,41.803
"GaiaSource_327761-328727_p.csv.gz",84.4,97.018,-40.227,-30.021
"GaiaSource_328728-329262_p.csv.gz",91.41,101.245,-34.949,-27.293
"GaiaSource_329263-329984_p.csv.gz",81.578,98.419,-35.682,-24.644
"GaiaSource_329985-331030_p.csv.gz",78.765,94.214,-32.776,-24.642
"GaiaSource_331031-331736_p.csv.gz",84.397,95.616,-27.266,-20.432
"GaiaSource_331737-332053_p.csv.gz",88.598,105.456,-29.988,-19.477
"GaiaSource_332054-332244_p.csv.gz",101.254,106.872,-26.603,-23.319
"GaiaSource_332245-332549_p.csv.gz",95.628,105.466,-27.276,-22.03
"GaiaSource_332550-332784_p.csv.gz",98.46,104.051,-24.292,-20.109
"GaiaSource_332785-332914_p.csv.gz",100.549,109.679,-24.623,-19.481
"GaiaSource_332915-333054_p.csv.gz",104.066,108.981,-23.309,-19.632
"GaiaSource_333055-333167_p.csv.gz",106.706,112.496,-22.016,-18.843
"GaiaSource_333168-333325_p.csv.gz",103.367,111.791,-22.018,-16.967
"GaiaSource_333326-333491_p.csv.gz",101.255,106.87,-21.378,-18.212
"GaiaSource_333492-333648_p.csv.gz",101.963,109.158,-19.467,-16.96
"GaiaSource_333649-333789_p.csv.gz",104.066,109.686,-18.208,-15.255
"GaiaSource_333790-334119_p.csv.gz",92.822,107.75,-24.618,-14.483
"GaiaSource_334120-334488_p.csv.gz",90.72,101.235,-22.017,-16.973
"GaiaSource_334489-334876_p.csv.gz",90.006,102.641,-20.089,-14.482
"GaiaSource_334877-335112_p.csv.gz",98.44,104.763,-18.825,-14.483
"GaiaSource_335113-335279_p.csv.gz",101.261,106.874,-16.488,-13.249
"GaiaSource_335280-335500_p.csv.gz",96.334,105.468,-16.956,-12.03
"GaiaSource_335501-335732_p.csv.gz",95.632,104.059,-15.092,-11.417
"GaiaSource_335733-336328_p.csv.gz",75.947,103.346,-29.969,-9.596
"GaiaSource_336329-337476_p.csv.gz",73.148,89.978,-27.27,-16.967
"GaiaSource_337477-338947_p.csv.gz",67.505,87.174,-24.597,-14.494
"GaiaSource_338948-340106_p.csv.gz",73.133,92.798,-19.457,-9.609
"GaiaSource_340107-340703_p.csv.gz",84.391,95.618,-17.576,-12.042
"GaiaSource_340704-341200_p.csv.gz",85.789,98.431,-14.472,-9.604
"GaiaSource_341201-341491_p.csv.gz",94.231,101.247,-12.017,-7.785
"GaiaSource_341492-341904_p.csv.gz",90.029,99.131,-12.012,-5.987
"GaiaSource_341905-342641_p.csv.gz",80.181,97.024,-14.469,-4.792
"GaiaSource_342642-343376_p.csv.gz",78.767,95.091,-10.795,-4.788
"GaiaSource_343377-343894_p.csv.gz",84.38,95.617,-7.164,-2.24
"GaiaSource_343895-344169_p.csv.gz",87.206,115.311,-19.466,-0.01
"GaiaSource_344170-344328_p.csv.gz",109.696,116.007,-18.208,-14.479
"GaiaSource_344329-344484_p.csv.gz",112.86,118.117,-16.489,-13.26
"GaiaSource_344485-344636_p.csv.gz",108.287,116.714,-16.957,-12.03
"GaiaSource_344637-344768_p.csv.gz",106.88,112.493,-15.711,-13.253
"GaiaSource_344769-344904_p.csv.gz",108.292,114.6,-14.472,-12.031
"GaiaSource_344905-345055_p.csv.gz",109.69,115.305,-13.245,-10.201
"GaiaSource_345056-345271_p.csv.gz",111.099,120.927,-14.476,-9.595
"GaiaSource_345272-345589_p.csv.gz",116.024,123.728,-12.02,-7.64
"GaiaSource_345590-345805_p.csv.gz",112.505,121.449,-12.019,-7.189
"GaiaSource_345806-346109_p.csv.gz",113.911,120.931,-9.584,-4.934
"GaiaSource_346110-346273_p.csv.gz",104.598,118.297,-14.473,-4.784
"GaiaSource_346274-346449_p.csv.gz",104.068,112.143,-12.477,-9.599
"GaiaSource_346450-346603_p.csv.gz",106.878,112.491,-10.802,-7.789
"GaiaSource_346604-346789_p.csv.gz",101.604,110.386,-12.018,-7.187
"GaiaSource_346790-346962_p.csv.gz",101.256,109.335,-9.891,-7.183
"GaiaSource_346963-347122_p.csv.gz",104.067,109.679,-8.382,-5.384
"GaiaSource_347123-347301_p.csv.gz",106.178,115.302,-9.589,-4.784
